Bill of Lading Number,Arrival Date,Consignee,Consignee (Original Format),Consignee SIC Codes,Shipper,Shipper (Original Format),Shipper SIC Codes,Notify Party,Carrier,Origin (F),Destination (D),Port of Discharge (D),Port of Loading (F),Country of Origin (F),Place of Receipt (F),Vessel,Voyage,IMO,Is Containerized,Measurement,Kilos,Tons,Weight (Original Format),Value,HS Code Desc.,Goods Shipped,REC_ID,Qty,Pckg,HS2,HS4,HS6,Vessel_Type_Simple,Carrier Name,Package_Type,Count,Group,Commodity,Cargo,Cargo Detail,Group_Locked,Commodity_Locked,Cargo_Locked,Cargo_Detail_Locked,Classified_Phase,Last_Rule_ID,Report_One,Report_Two,Report_Three,Report_Four,Filter,Note,Cargo_Detail,Classified_By_Rule,Type,DWT,LOA,Beam,Depth(m),GT,NRT,Grain,TPC,Dwt_Draft(m),Port_Code,Port_Consolidated,Port_Coast,Port_Region
PXBCRNSAAR373413,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,2879000.0,2879.0,2879 ET,1218000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE084_R612905,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373414,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,2008000.0,2008.0,2008 ET,849000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE084_R612906,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373415,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,503000.0,503.0,503 ET,213000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE084_R612907,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373416,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,1918000.0,1918.0,1918 ET,811000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE084_R612908,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373417,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,1439000.0,1439.0,1439 ET,609000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE084_R612909,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373418,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,2371000.0,2371.0,2371 ET,1003000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE084_R612910,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373419,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,1207000.0,1207.0,1207 ET,511000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE084_R612911,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373420,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,1439000.0,1439.0,1439 ET,609000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE084_R612912,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373401,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,1006000.0,1006.0,1006 ET,426000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE111_R838771,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373402,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,2159000.0,2159.0,2159 ET,913000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE111_R838772,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373403,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,4033000.0,4033.0,4033 ET,1706000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE111_R838773,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373404,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,3829000.0,3829.0,3829 ET,1620000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE111_R838774,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373405,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,5266000.0,5266.0,5266 ET,2228000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE111_R838775,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373406,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,1677000.0,1677.0,1677 ET,709000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE111_R838776,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373407,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,1438000.0,1438.0,1438 ET,608000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE111_R838777,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373408,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,2398000.0,2398.0,2398 ET,1014000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE111_R838778,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373409,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,723000.0,723.0,723 ET,306000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE111_R838779,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373410,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,5955000.0,5955.0,5955 ET,2519000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE111_R838780,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373411,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,8926000.0,8926.0,8926 ET,3776000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE111_R838781,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373412,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,1673000.0,1673.0,1673 ET,708000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE111_R838782,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373413,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,2879000.0,2879.0,2879 ET,1218000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE111_R838783,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373414,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,2008000.0,2008.0,2008 ET,849000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE111_R838784,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373415,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,503000.0,503.0,503 ET,213000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE111_R838785,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373416,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,1918000.0,1918.0,1918 ET,811000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE111_R838786,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373417,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,1439000.0,1439.0,1439 ET,609000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE111_R838787,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373418,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,2371000.0,2371.0,2371 ET,1003000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE111_R838788,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373419,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,1207000.0,1207.0,1207 ET,511000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE111_R838789,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
PXBCRNSAAR373420,2025-08-01,,,,,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,Brazil,"Port of Gramercy, Gramercy, Louisiana","Port of Gramercy, Gramercy, Louisiana","All Other Brazil Ports South Of Recife, Brazil",Brazil,RIO DE JANEIRO,SANTA CENTELLAR,PXBC3,,, ,1439000.0,1439.0,1439 ET,609000.0,Classified: 7201.10,PIG IRON,PANV_IMP_FILE111_R838790,1,BLK,72,7201,720110,Bulk Carrier,PXBC,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2010,New Orleans,Gulf,Gulf East
CINT4113MORPRA01,2025-08-06,Stemcor Usa Incorporatedorporated,"TO THE ORDER OF STEMCOR USA INC
ONE FINANCIAL PLAZA
100 SE 3RD AVENUE, SUITE 2020
FORT LAUDERDALE, FL 33394","5051, 8711",Stemcor Usa Incorporatedorporated,"STEMCOR USA INC
ONE FINANCIAL PLAZA
100 SE 3RD AVENUE, SUITE 2020
FORT LAUDERDALE, FL 33394",,"STEEL DYNAMICS COLUMBUS LLC
1945 AIRPORT ROAD  PO BOX 467, COLUMBUS MS 39703",CINT - Cargill International S A,Brazil,"Alabama State Port Authority, Mobile, Alabama","Alabama State Port Authority, Mobile, Alabama","Victoria, Brazil",Brazil,BRAZIL,BELMONT,24,,, ,52000000.0,52000.0,52000 ET,22672000.0,Classified: 7201.10,"51, 999. 99 MT OF BASIC STEEL MAKING PIG IRON",PANV_IMP_FILE111_R835553,1,BLK,72,7201,720110,Bulk Carrier,CINT,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2002,Mobile,Gulf,Gulf East
CINT4113MORPRA01,2025-08-06,Stemcor Usa Incorporatedorporated,"TO THE ORDER OF STEMCOR USA INC
ONE FINANCIAL PLAZA
100 SE 3RD AVENUE, SUITE 2020
FORT LAUDERDALE, FL 33394","5051, 8711",Stemcor Usa Incorporatedorporated,"STEMCOR USA INC
ONE FINANCIAL PLAZA
100 SE 3RD AVENUE, SUITE 2020
FORT LAUDERDALE, FL 33394",,"STEEL DYNAMICS COLUMBUS LLC
1945 AIRPORT ROAD  PO BOX 467, COLUMBUS MS 39703",CINT - Cargill International S A,Brazil,"Alabama State Port Authority, Mobile, Alabama","Alabama State Port Authority, Mobile, Alabama","Victoria, Brazil",Brazil,BRAZIL,BELMONT,24,,, ,52000000.0,52000.0,52000 ET,22672000.0,Classified: 7201.10,"51, 999. 99 MT OF BASIC STEEL MAKING PIG IRON",PANV_IMP_FILE157_R1262352,1,BLK,72,7201,720110,Bulk Carrier,CINT,BLK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,,,,,,,,,,,2002,Mobile,Gulf,Gulf East
LBUL665025010001,2025-08-08,Primetrade Incorporatedorporated,"PRIMETRADE LLC
11400 CARMEL COMMONS BLVD SUITE 200
CHARLOTTE NC 28226",5051,Gelf Siderurgia S.A.,"GELF SIDERURGIA SA
RODOVIA BR 040 KM 465 BARREIRO SETE
LAGOAS MINAS GERAIS BRAZIL 25701
970",,"PRIMETRADE LLC
11400 CARMEL COMMONS BLVD SUITE 200, CHARLOTTE NC 28226",LBUL - Lauritzen Bulkers A/S,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO,SEASTAR AVALON,2501,9755921,, ,6510000.0,6510.0,6510000 KG,2838000.0,Classified: 7201.10,NODULAR PIG IRON LOT A,PANV_IMP_FILE160_R1291308,1,DBK,72,7201,720110,General Cargo,LBUL,DBK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,"General Cargo =>30,000dwt",36184,175.03,0,14.5,22522,11365,44725,48.1,10.125,2002,New Orleans,Gulf,Gulf East
LBUL665025010002,2025-08-08,Primetrade Incorporatedorporated,"PRIMETRADE LLC
11400 CARMEL COMMONS BLVD SUITE 200
CHARLOTTE NC 28226",5051,Gelf Siderurgia S.A.,"GELF SIDERURGIA SA
RODOVIA BR 040 KM 465 BARREIRO SETE
LAGOAS MINAS GERAIS BRAZIL 25701
970",,"PRIMETRADE LLC
11400 CARMEL COMMONS BLVD SUITE 200, CHARLOTTE NC 28226",LBUL - Lauritzen Bulkers A/S,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO,SEASTAR AVALON,2501,9755921,, ,1302000.0,1302.0,1302000 KG,568000.0,Classified: 7201.10,BASIC PIG IRON LOT B,PANV_IMP_FILE160_R1291309,1,DBK,72,7201,720110,General Cargo,LBUL,DBK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,"General Cargo =>30,000dwt",36184,175.03,0,14.5,22522,11365,44725,48.1,10.125,2002,New Orleans,Gulf,Gulf East
LBUL665025010003,2025-08-08,Primetrade Incorporatedorporated,"PRIMETRADE LLC
11400 CARMEL COMMONS BLVD SUITE 200
CHARLOTTE NC 28226",5051,Gelf Siderurgia S.A.,"GELF SIDERURGIA SA
RODOVIA BR 040 KM 465 BARREIRO SETE
LAGOAS MINAS GERAIS BRAZIL 25701
970",,"PRIMETRADE LLC
11400 CARMEL COMMONS BLVD SUITE 200, CHARLOTTE NC 28226",LBUL - Lauritzen Bulkers A/S,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO,SEASTAR AVALON,2501,9755921,, ,8714000.0,8714.0,8714000 KG,3799000.0,Classified: 7201.10,NODULAR PIG IRON LOT C,PANV_IMP_FILE160_R1291310,1,DBK,72,7201,720110,General Cargo,LBUL,DBK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,"General Cargo =>30,000dwt",36184,175.03,0,14.5,22522,11365,44725,48.1,10.125,2002,New Orleans,Gulf,Gulf East
LBUL665025010004,2025-08-08,Primetrade Incorporatedorporated,"PRIMETRADE LLC
11400 CARMEL COMMONS BLVD SUITE 200
CHARLOTTE NC 28226",5051,Gelf Siderurgia S.A.,"GELF SIDERURGIA SA
RODOVIA BR 040 KM 465 BARREIRO SETE
LAGOAS MINAS GERAIS BRAZIL 25701
970",,"PRIMETRADE LLC
11400 CARMEL COMMONS BLVD SUITE 200, CHARLOTTE NC 28226",LBUL - Lauritzen Bulkers A/S,Brazil,"Port of New Orleans, New Orleans, Louisiana","Port of New Orleans, New Orleans, Louisiana","Rio De Janeiro, Brazil",Brazil,RIO DE JANEIRO,SEASTAR AVALON,2501,9755921,, ,1002000.0,1002.0,1002000 KG,437000.0,Classified: 7201.10,NODULAR PIG IRON LOT D,PANV_IMP_FILE160_R1291311,1,DBK,72,7201,720110,General Cargo,LBUL,DBK,1,Dry Bulk,Ferrous Raw Materials,Pig Iron,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Pig Iron,Rule_39,"General Cargo =>30,000dwt",36184,175.03,0,14.5,22522,11365,44725,48.1,10.125,2002,New Orleans,Gulf,Gulf East
